업종명,업소명,소재지(도로명),소재지(지번),소재지전화,데이터기준일
일반음식점,나누리국밥,"경상북도 포항시 북구 장량로17번길 39, 1층 (장성동)",경상북도 포항시 북구 장성동 1503-4 ,054 -255 -0700,2025-08-14
일반음식점,짬뽕마스터,"경상북도 포항시 북구 양덕남로 53, 1층 (양덕동)",경상북도 포항시 북구 양덕동 1546 ,054 -255 -0707,2025-08-14
일반음식점,호야 짬뽕 1650 (북구점),"경상북도 포항시 북구 새천년대로1020번길 3, 2층 202호 (두호동)",경상북도 포항시 북구 두호동 990-5 2층 202호,054 -255 -0731,2025-08-14
일반음식점,웰빙우렁이쌈밥,"경상북도 포항시 북구 새마을로 31-1, 1층 (용흥동)",경상북도 포항시 북구 용흥동 64-7 1층 ,054 -255 -0778,2025-08-14
일반음식점,커피명가포항쉼페로점,"경상북도 포항시 북구 여남포길21번길 15-5, 1~2층 (환호동)",경상북도 포항시 북구 환호동 2-4 1~2 ,054 -255 -0892,2025-08-14
일반음식점,"멕시카나(장성,법원점)","경상북도 포항시 북구 법원로39번길 32, 1층 (장성동)",경상북도 포항시 북구 장성동 1552-15 ,054 -255 -1002,2025-08-14
일반음식점,굽네치킨 용흥점,"경상북도 포항시 북구 대안길 69, 가동 103호 (용흥동, 제일상가2차)",경상북도 포항시 북구 용흥동 480-1 제일상가2차 가동 103호,054 -255 -1082,2025-08-14
일반음식점,장금이 식당,경상북도 포항시 북구 죽도시장6길 4-24 (죽도동),경상북도 포항시 북구 죽도동 594-14 ,054 -255 -1112,2025-08-14
일반음식점,중국연변양꼬치(中國延邊羊肉串),경상북도 포항시 북구 장량로157번길 6-7 (양덕동),경상북도 포항시 북구 양덕동 1465-3 ,054 -255 -1177,2025-08-14
일반음식점,한솥도시락 포항법원점,"경상북도 포항시 북구 법원로 175, 1층 (양덕동)",경상북도 포항시 북구 양덕동 463-3 1층 ,054 -255 -1233,2025-08-14
일반음식점,토속맛나,"경상북도 포항시 북구 기계면 기계로98번길 11, 1층",경상북도 포항시 북구 기계면 현내리 917 1층 ,054 -255 -1238,2025-08-14
일반음식점,투다리 법원점,"경상북도 포항시 북구 장량중앙로 74, 102호 (양덕동)",경상북도 포항시 북구 양덕동 675-8 102호,054 -255 -1509,2025-08-14
일반음식점,김경옥닭발,"경상북도 포항시 북구 삼호로 244, 1층 (두호동)",경상북도 포항시 북구 두호동 541 1층 ,054 -255 -1552,2025-08-14
일반음식점,퐝물회,"경상북도 포항시 북구 해안로 203-1, 1층 (두호동)",경상북도 포항시 북구 두호동 186-1 1층 ,054 -255 -1777,2025-08-14
일반음식점,꼴통,"경상북도 포항시 북구 법원로11번길 6-12, 1층 (장성동)",경상북도 포항시 북구 장성동 1562-11 ,054 -255 -2008,2025-08-14
일반음식점,스끼다시천국,"경상북도 포항시 북구 삼호로245번길 4, 1층 (두호동)",경상북도 포항시 북구 두호동 1034-10 ,054 -255 -2009,2025-08-14
일반음식점,기장유통,경상북도 포항시 북구 양덕로44번길 16 (양덕동),경상북도 포항시 북구 양덕동 1824 ,054 -255 -2251,2025-08-14
일반음식점,행복한 마라탕,"경상북도 포항시 북구 법원로 154, 1층 (양덕동)",경상북도 포항시 북구 양덕동 669-2 1층 ,054 -255 -2378,2025-08-14
일반음식점,우공fish회초밥,"경상북도 포항시 북구 장량중앙로 67, 1층 (양덕동)",경상북도 포항시 북구 양덕동 665-1 ,054 -255 -2559,2025-08-14
일반음식점,국수나무,"경상북도 포항시 북구 양덕로 37, 1층 (양덕동)",경상북도 포항시 북구 양덕동 1696-3 (1층) ,054 -255 -2577,2025-08-14
일반음식점,부엌이태리,"경상북도 포항시 북구 법원로115번길 27, 1층 (장성동)",경상북도 포항시 북구 장성동 1508-2 1층 ,054 -255 -2800,2025-08-14
일반음식점,솔향기오리촌,경상북도 포항시 북구 새천년대로1173번길 51 (장성동),경상북도 포항시 북구 장성동 1003-11 ,054 -255 -2900,2025-08-14
일반음식점,미시 포차,"경상북도 포항시 북구 법원로51번길 26, 103호 (장성동)",경상북도 포항시 북구 장성동 1542-7 ,054 -255 -3313,2025-08-14
일반음식점,자담치킨 대신점,"경상북도 포항시 북구 대신로 10-2, 1층 (대신동)",경상북도 포항시 북구 대신동 66-10 ,054 -255 -3339,2025-08-14
일반음식점,왕손짜장,경상북도 포항시 북구 장량로 142 (양덕동),경상북도 포항시 북구 양덕동 1257 ,054 -255 -3500,2025-08-14
일반음식점,바비다밥버거,"경상북도 포항시 북구 새천년대로 1123, 105호 (창포동, 부산프라자)",경상북도 포항시 북구 창포동 645-2 부산프라자 105호,054 -255 -3522,2025-08-14
일반음식점,계림상황삼계탕.오리,"경상북도 포항시 북구 천마로46번길 34, 1층 (양덕동)",경상북도 포항시 북구 양덕동 1680 ,054 -255 -3773,2025-08-14
일반음식점,페이지38(page38),"경상북도 포항시 북구 청하면 해안로2064번길 48, 1층",경상북도 포항시 북구 청하면 이가리 38 ,054 -255 -3800,2025-08-14
일반음식점,바벤,"경상북도 포항시 북구 장량로158번길 5-3, 1층 (양덕동)",경상북도 포항시 북구 양덕동 1484 ,054 -255 -3883,2025-08-14
일반음식점,소담생선구이,"경상북도 포항시 북구 죽도시장9길 14, 1층 (죽도동)",경상북도 포항시 북구 죽도동 1-67 1층 ,054 -255 -4242,2025-08-14
일반음식점,한라맥주 포항법원점,"경상북도 포항시 북구 장량중앙로66번길 2, 1층 104호 (양덕동)",경상북도 포항시 북구 양덕동 667-3 104호,054 -255 -4445,2025-08-14
일반음식점,네네치킨(양덕점),"경상북도 포항시 북구 양덕로44번길 32, 1층 (양덕동)",경상북도 포항시 북구 양덕동 1888 ,054 -255 -4482,2025-08-14
일반음식점,이비가짬뽕,"경상북도 포항시 북구 삼흥로 345, 1층 (양덕동)",경상북도 포항시 북구 양덕동 819-1 ,054 -255 -4914,2025-08-14
일반음식점,사계절장독대,"경상북도 포항시 북구 장량로145번길 25, 1층 (양덕동)",경상북도 포항시 북구 양덕동 1232 (1층) ,054 -255 -5070,2025-08-14
일반음식점,푸드박스,"경상북도 포항시 북구 법원로8번길 3, 1층 (장성동)",경상북도 포항시 북구 장성동 1459-8 1층 ,054 -255 -5152,2025-08-14
일반음식점,대경분식식당,경상북도 포항시 북구 청하면 청하로 229 ((1층)),경상북도 포항시 북구 청하면 덕성리 83-2 (1층) ,054 -255 -5181,2025-08-14
일반음식점,오레시피,"경상북도 포항시 북구 우창동로 40, 104호 (우현동)",경상북도 포항시 북구 우현동 산 21-9 104호,054 -255 -5434,2025-08-14
일반음식점,안동소문난국밥,경상북도 포항시 북구 환호로 77 (장성동),경상북도 포항시 북구 장성동 1445-4 ,054 -255 -5540,2025-08-14
일반음식점,5.5닭갈비,경상북도 포항시 북구 장성로 11 (장성동),경상북도 포항시 북구 장성동 1447-11 ,054 -255 -6006,2025-08-14
일반음식점,참치마찌 영일대지점,"경상북도 포항시 북구 삼호로 156, 2층 (항구동)",경상북도 포항시 북구 항구동 17-2 2층 ,054 -255 -6261,2025-08-14
일반음식점,동인아구찜,"경상북도 포항시 남구 운하로 160, 1층 111호 (송도동)",경상북도 포항시 남구 송도동 474-8 1층 111호,054 -255 -6285,2025-08-14
일반음식점,명가아구찜,"경상북도 포항시 북구 두호로 50 (두호동,(이화상가 라호))",경상북도 포항시 북구 두호동 1023-13 (이화상가 라호) ,054 -255 -6357,2025-08-14
일반음식점,청해횟집,"경상북도 포항시 북구 흥해읍 도음로 961, 1층",경상북도 포항시 북구 흥해읍 성곡리 1346-40 1층 ,054 -255 -6363,2025-08-14
일반음식점,귀빈식당,경상북도 포항시 북구 청하면 청하로 216,경상북도 포항시 북구 청하면 덕성리 73 ,054 -255 -6510,2025-08-14
일반음식점,바른생갈비김치찌개&청년낙곱새 양덕점,"경상북도 포항시 북구 천마로46번길 33, 1층 (양덕동)",경상북도 포항시 북구 양덕동 1624 1층 ,054 -255 -6600,2025-08-14
일반음식점,양덕회수산,경상북도 포항시 북구 양덕로 29 (양덕동),경상북도 포항시 북구 양덕동 1704-1 (1층) ,054 -255 -6663,2025-08-14
일반음식점,물좋은수산 막썰어회식,"경상북도 포항시 북구 천마로 86, 1층 (양덕동)",경상북도 포항시 북구 양덕동 1376 1층 ,054 -255 -6667,2025-08-14
일반음식점,부산각,"경상북도 포항시 남구 희망대로 751 (상도동,(1층))",경상북도 포항시 남구 상도동 649-12 (1층) ,054 -255 -6688,2025-08-14
일반음식점,엄마밥상,"경상북도 포항시 북구 삼호로47번길 25, 1동 1층 2호 (대신동, 대신상가)",경상북도 포항시 북구 대신동 67-2 대신상가 1동 2호,054 -255 -7086,2025-08-14
일반음식점,이동간받이 두호점,"경상북도 포항시 북구 두호로 44, 1층 (두호동)",경상북도 포항시 북구 두호동 1023-8 1층 ,054 -255 -7666,2025-08-14
일반음식점,먹고또시켜,"경상북도 포항시 북구 삼호로 414-1, 나동 107호 (환호동)",경상북도 포항시 북구 환호동 395-1 ,054 -255 -7782,2025-08-14
일반음식점,제이풀(J.FULL),"경상북도 포항시 북구 천마로 123, 311동 116호 (양덕동)",경상북도 포항시 북구 양덕동 786-1 ,054 -255 -7861,2025-08-14
일반음식점,행복한오리,,경상북도 포항시 북구 양덕동 1433 ,054 -255 -8220,2025-08-14
일반음식점,해맞이횟집,"경상북도 포항시 북구 장량주택로22번길 1, 1층 (양덕동)",경상북도 포항시 북구 양덕동 692-2 ,054 -255 -8558,2025-08-14
일반음식점,우정소주방,경상북도 포항시 북구 동빈로 30 (동빈2가),경상북도 포항시 북구 동빈2가 136-17 ,054 -255 -8799,2025-08-14
일반음식점,꿀꿀촌,경상북도 포항시 북구 천마로 47 (양덕동),경상북도 포항시 북구 양덕동 1273 ,054 -255 -8831,2025-08-14
일반음식점,아침에풍경,"경상북도 포항시 북구 장량로262번길 5, 1층 (양덕동)",경상북도 포항시 북구 양덕동 2166 ,054 -255 -8833,2025-08-14
일반음식점,또봉이통닭,경상북도 포항시 북구 장량로 57 (장성동),경상북도 포항시 북구 장성동 1378-8 ,054 -255 -8963,2025-08-14
일반음식점,남원골추어탕,,경상북도 포항시 북구 장성동 79 B 9L ,054 -255 -9033,2025-08-14
일반음식점,후불네구이,"경상북도 포항시 북구 삼호로 463, 1층 (환호동)",경상북도 포항시 북구 환호동 510-5 1층 ,054 -255 -9100,2025-08-14
일반음식점,벌집삼겹살 장성점,경상북도 포항시 북구 장량로32번길 73 (장성동),경상북도 포항시 북구 장성동 1573-1 ,054 -255 -9289,2025-08-14
일반음식점,서가앤쿡(포항양덕점),"경상북도 포항시 북구 장량로173번길 6-6, 1층 (양덕동)",경상북도 포항시 북구 양덕동 1592 1층 ,054 -255 -9494,2025-08-14
일반음식점,송도분식,"경상북도 포항시 남구 축항로 83, 1층 (송도동)",경상북도 포항시 남구 송도동 483-28 (1층) ,054 -255 -9527,2025-08-14
일반음식점,김밥나라 용흥점,경상북도 포항시 북구 용흥로 30 (용흥동),경상북도 포항시 북구 용흥동 103-3 ,054 -255 -9594,2025-08-14
일반음식점,땅땅치킨 양덕1점,"경상북도 포항시 북구 양덕로44번길 4, 1층 (양덕동)",경상북도 포항시 북구 양덕동 1754 1층 ,054 -255 -9599,2025-08-14
일반음식점,맛을담다,"경상북도 포항시 북구 양덕로44번길 58, 1층 (양덕동)",경상북도 포항시 북구 양덕동 2067 ,054 -255 -9688,2025-08-14
일반음식점,멕시카나 창포점,"경상북도 포항시 북구 창흥로 42, 1층 (창포동)",경상북도 포항시 북구 창포동 613-13 1층 ,054 -255 -9718,2025-08-14
일반음식점,까꾸리식당,"경상북도 포항시 남구 중앙로146번길 36-11, 1층 (해도동)",경상북도 포항시 남구 해도동 464-6 ,054 -255 -9822,2025-08-14
일반음식점,가마솥돼지국밥,경상북도 포항시 북구 흥해읍 한동로 20 ((1층)),경상북도 포항시 북구 흥해읍 옥성리 123-3 (1층) ,054 -255 -9833,2025-08-14
일반음식점,선(SUN),"경상북도 포항시 북구 천마로89번길 10, 1,2층 (양덕동)",경상북도 포항시 북구 양덕동 1308 ,054 -255 -9868,2025-08-14
일반음식점,옛날아우내순대포항점,"경상북도 포항시 북구 천마로72번길 6, 1층 (양덕동)",경상북도 포항시 북구 양덕동 1397 ,054 -255 -9879,2025-08-14
일반음식점,상도숯불왕갈비촌,"경상북도 포항시 남구 상공로 28 (상도동,(1층))",경상북도 포항시 남구 상도동 637-26 (1층) ,054 -255 -9933,2025-08-14
일반음식점,갓튀긴후라이드 창포두호점,"경상북도 포항시 북구 새천년대로 1029-12, 1층 (창포동)",경상북도 포항시 북구 창포동 629-16 1층 ,054 -255 -9969,2025-08-14
일반음식점,BHC포항장량점,"경상북도 포항시 북구 신덕로 260, 1층 (양덕동)",경상북도 포항시 북구 양덕동 669-5 ,054 -255 -9977,2025-08-14
일반음식점,페리카나치킨(장량점),"경상북도 포항시 북구 장량로87번길 6-15 (장성동,(가동))",경상북도 포항시 북구 장성동 1399-10 (가동) ,054 -255 -9992,2025-08-14
일반음식점,호식이두마리치킨(양덕점),"경상북도 포항시 북구 장성로 34-9, 1층 (장성동)",경상북도 포항시 북구 장성동 1424-18 ,054 -255 -9998,2025-08-14
일반음식점,신토불이밥상,"경상북도 포항시 북구 송라면 동해대로 2760, 1층",경상북도 포항시 북구 송라면 하송리 233-19 1층 ,054 -256 -0060,2025-08-14
일반음식점,교촌치킨 양덕점,"경상북도 포항시 북구 천마로72번길 30, 1층 (양덕동)",경상북도 포항시 북구 양덕동 1574 ,054 -256 -0077,2025-08-14
일반음식점,헬로짜장,"경상북도 포항시 남구 형산강북로 71-10, 1층 (효자동)",경상북도 포항시 남구 효자동 590-4 (1층) ,054 -256 -0098,2025-08-14
일반음식점,고기굽는날,"경상북도 포항시 북구 삼흥로74번길 25, 1층 (두호동)",경상북도 포항시 북구 두호동 1071-3 ,054 -256 -0666,2025-08-14
일반음식점,영일대 맛찬들왕소금구이,"경상북도 포항시 북구 해안로 81, 1층 (두호동)",경상북도 포항시 북구 두호동 702 (1층) ,054 -256 -0702,2025-08-14
일반음식점,단심이네,"경상북도 포항시 북구 창흥로 16, 1층 (창포동)",경상북도 포항시 북구 창포동 632-1 1층(우측) ,054 -256 -1014,2025-08-14
일반음식점,유원가,"경상북도 포항시 북구 삼호로 460, 1층 (환호동)",경상북도 포항시 북구 환호동 282-10 1층 ,054 -256 -1118,2025-08-14
일반음식점,으뜸이네만두분식,"경상북도 포항시 북구 천마로72번길 12, 1층 (양덕동)",경상북도 포항시 북구 양덕동 1467 (1층) ,054 -256 -1122,2025-08-14
일반음식점,장어친구,"경상북도 포항시 남구 효성로29번길 13, 1층 (효자동)",경상북도 포항시 남구 효자동 572-1 ,054 -256 -1192,2025-08-14
일반음식점,장량반점,"경상북도 포항시 북구 두호로6번길 17, 1층 (두호동)",경상북도 포항시 북구 두호동 499-1 1층 ,054 -256 -1199,2025-08-14
일반음식점,명가다찌,"경상북도 포항시 북구 법원로39번길 6, 1층 (장성동)",경상북도 포항시 북구 장성동 1550-13 ,054 -256 -1205,2025-08-14
일반음식점,강남푸드,"경상북도 포항시 북구 장량로114번길 17-8, B동 (장성동)",경상북도 포항시 북구 장성동 1425-3 B동 ,054 -256 -1238,2025-08-14
